id,name,abbrev,logo,build_up_play_speed,build_up_play_dribble,build_up_play_passing,creation_date
9873,Valenciennes FC,VAL,https://example.com/logos/9873.png,Balanced,Normal,Mixed,2015-09-10
9853,AS Saint-Étienne,ETI,https://example.com/logos/9853.png,Balanced,Normal,Mixed,2015-09-10
8588,RC Lens,LEN,https://example.com/logos/8588.png,Balanced,Normal,Mixed,2015-09-10
10249,Montpellier Hérault SC,MON,https://example.com/logos/10249.png,Balanced,Normal,Mixed,2015-09-10
4170,US Boulogne Cote D'Opale,BOU,https://example.com/logos/4170.png,Balanced,Little,Mixed,2012-02-22
108893,AC Arles-Avignon,ARL,https://example.com/logos/108893.png,Balanced,Normal,Mixed,2015-09-10
8521,Stade Brestois 29,BRE,https://example.com/logos/8521.png,Balanced,Normal,Mixed,2015-09-10
8576,AC Ajaccio,AJA,https://example.com/logos/8576.png,Balanced,Normal,Mixed,2015-09-10
4087,Évian Thonon Gaillard FC,ETG,https://example.com/logos/4087.png,Balanced,Normal,Mixed,2015-09-10
9836,Dijon FCO,DIJ,https://example.com/logos/9836.png,Balanced,Normal,Mixed,2015-09-10
9837,Stade de Reims,REI,https://example.com/logos/9837.png,Balanced,Normal,Mixed,2015-09-10
7794,SC Bastia,BAS,https://example.com/logos/7794.png,Balanced,Normal,Mixed,2015-09-10
10242,ES Troyes AC,TRO,https://example.com/logos/10242.png,Balanced,Normal,Mixed,2015-09-10
9747,En Avant de Guingamp,GUI,https://example.com/logos/9747.png,Balanced,Normal,Mixed,2015-09-10
8550,FC Metz,MET,https://example.com/logos/8550.png,Balanced,Normal,Mixed,2015-09-10
8121,Angers SCO,ANG,https://example.com/logos/8121.png,Balanced,Normal,Mixed,2015-09-10
6391,GFC Ajaccio,GAJ,https://example.com/logos/6391.png,Balanced,Normal,Mixed,2015-09-10
9823,FC Bayern Munich,BMU,https://example.com/logos/9823.png,Balanced,Little,Short,2015-09-10
9790,Hamburger SV,HAM,https://example.com/logos/9790.png,Balanced,Normal,Mixed,2015-09-10
8178,Bayer 04 Leverkusen,LEV,https://example.com/logos/8178.png,Fast,Little,Mixed,2015-09-10
9789,Borussia Dortmund,DOR,https://example.com/logos/9789.png,Fast,Normal,Mixed,2015-09-10
10189,FC Schalke 04,S04,https://example.com/logos/10189.png,Balanced,Normal,Mixed,2015-09-10
9904,Hannover 96,HAN,https://example.com/logos/9904.png,Balanced,Normal,Mixed,2015-09-10
8721,VfL Wolfsburg,WOL,https://example.com/logos/8721.png,Fast,Normal,Mixed,2015-09-10
8722,1. FC Köln,FCK,https://example.com/logos/8722.png,Balanced,Normal,Mixed,2015-09-10
9810,Eintracht Frankfurt,EFR,https://example.com/logos/9810.png,Balanced,Normal,Mixed,2015-09-10
8177,Hertha BSC Berlin,HBE,https://example.com/logos/8177.png,Balanced,Normal,Mixed,2015-09-10
9912,DSC Arminia Bielefeld,BIE,https://example.com/logos/9912.png,Balanced,Normal,Mixed,2014-09-19
8697,SV Werder Bremen,WBR,https://example.com/logos/8697.png,Balanced,Normal,Mixed,2015-09-10
8398,FC Energie Cottbus,COT,https://example.com/logos/8398.png,Balanced,Normal,Mixed,2014-09-19
8226,TSG 1899 Hoffenheim,HOF,https://example.com/logos/8226.png,Fast,Normal,Mixed,2015-09-10
9788,Borussia Mönchengladbach,GLA,https://example.com/logos/9788.png,Slow,Normal,Short,2015-09-10
10269,VfB Stuttgart,STU,https://example.com/logos/10269.png,Balanced,Normal,Mixed,2015-09-10
8295,Karlsruher SC,KAR,https://example.com/logos/8295.png,Balanced,Normal,Mixed,2015-09-10
9911,VfL Bochum,BOC,https://example.com/logos/9911.png,Fast,Normal,Mixed,2015-09-10
8358,SC Freiburg,FRE,https://example.com/logos/8358.png,Balanced,Normal,Mixed,2015-09-10
8165,1. FC Nürnberg,NUR,https://example.com/logos/8165.png,Balanced,Normal,Mixed,2015-09-10
9905,1. FSV Mainz 05,MAI,https://example.com/logos/9905.png,Balanced,Normal,Mixed,2015-09-10
